"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"7847",,,"DLS:00000A000007847","Structure, function and substrate tolerance of TxtC","Lona Alkhalaf","false","Published (Approved)","02/2014","8359","Thesis",,,,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Chemistry, Biology and Bio-materials","",,"Bacteria; Enzymes","Pathogens, Biochemistry, Agriculture & Fisheries, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"30/03/2017"
"8274","10.25560/27745",,"DLS:000008000008274","Development and application of platform technologies for the study of lipid phase behaviour and biomembrane mechanics","Sowmya Purushothaman","false","Published (Approved)","02/2014","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction","ID02 at ESRF","ESRF","Technique Development, Biology and Bio-materials","",,,"Technique Development - Life Sciences & Biotech, Biophysics, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"11/07/2017"
"3865",,,"DLS:000014000003865","Bactericidal mechanisms of nanoparticles and microbial defence strategies","Nimisha Joshi","false","Published (Approved)","01/2014","8400","Thesis",,,,,"false",,"true","true","B18-Core EXAFS","No",,"Environment, Biology and Bio-materials, Materials","","Nanoparticles;  Colanic Acid;  Exafs","Bacteria","Desertification & Pollution, Earth Sciences & Environment, Materials Science, Nanoscience/Nanotechnology, Life Sciences & Biotech, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"24/03/2014"
"4225",,,"DLS:00000D000004225","Molecular photocrystallography : a study of metastable and transient species by non-ambient crystallographic techniques","Lauren Hatcher","false","Published (Approved)","01/2014","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction","11.3.1 at ALS",,"Chemistry","","Nitrite Complexes; Nitro-Nitrito Linkage Isomerisation;  Non-Ambient X-Ray Diffraction; Time-Resolved Crystallography; Phytocrystallography.",,"Molecular Complexes, Chemistry, Inorganic Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"23/08/2014"
"12178",,,"DLS:000002000012178","Structural and functional characterisation of human carboxylesterases","Victoria Arena De Souza","false","Published (Approved)","01/2014","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","",,"Enzymes","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"23/06/2020"
"2593",,,"DLS:000001000002593","Complementary studies of the role of metals in the conformation and interactions of serum amyloid P component and β-amyloid Aβ42","Matthew Mold","false","Published (Approved)","12/2013","6388","Thesis",,,,,"false",,"true","true","I02-Macromolecular Crystallography, I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Medicine","",,"Alzheimer's Disease","Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Neurology, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"01/10/2012"
"3643",,,"DLS:000011000003643","Analysis of fibroblast growth factor-heparin Interactions","Ruoyan Xu","false","Published (Approved)","12/2013","5843, 7992","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Medicine, Biology and Bio-materials, Chemistry","","Fibroblast Growth Factors;  Heparan Sulfate;  Circular Dichroism;  Mass Spectrometry",,"Biochemistry, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"10/12/2013"
"4252",,,"DLS:000010000004252","Studying the synthesis and reactivity of crystalline materials using in situ X-ray diffraction.","Saul Moorhouse","false","Published (Approved)","12/2013","","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Chemistry, Materials","",,,"Chemistry, Materials Science, Diffraction",,,"04/09/2014"
"4241",,,"DLS:000000000004241","Design and analysis techniques for cavity beam position monitor systems for electron accelerators","Nirav Yashvantray Joshi","false","Published (Approved)","12/2013","","Thesis",,,,,"false",,"true","true","",,,"Engineering, Physics","","cavity beam position monitor; RF electronic processing; Digital Signal Processing; Bead pull perturbation technique; ACE3P; Resonant modes",,"Physics, Engineering & Technology",,,"30/08/2014"
"4262",,,"DLS:000013000004262","The fabrication of chalcogenide glass fibre photonic components","Giorgos Athanasiou","false","Published (Approved)","12/2013","","Thesis",,,,,"false",,"true","true","B22-Multimode InfraRed imaging And Microspectroscopy",,,"Chemistry","",,,"Physical Chemistry, Chemistry, Spectroscopy, Infrared Spectroscopy, Synchtron-based Fourier Transform Infrared Spectroscopy (SR-FTIR)",,,"14/09/2014"
"8271",,,"DLS:00000F000008271","Morphology of and solvent diffusion in hollow nanoparticle systems","Zhihong Chen","false","Published (Approved)","12/2013","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction, I22-Small angle scattering & Diffraction","LOQ at ISIS",,"Materials","",,,"Materials Science, Nanoscience/Nanotechnology, Polymer Science, Scattering, Small Angle X-ray Scattering (SAXS), Grazing Incidence Small Angle Scattering (GISAXS)",,,"11/07/2017"
"3652",,,"DLS:000009000003652","Computational studies & assisted structural characterisation of metal-organic frameworks","Jason Loader","false","Published (Approved)","11/2013","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Chemistry, Materials","","Metal-Organic Frameworks; MOFs; Intermolecular Interactions; Hydrogen Bonds; Bifuracted; Supramolecular Chemistry; Self-Assembly; Coordination Polymers; Computational Chemistry; Molecular Modelling; Characterisation",,"Chemistry, Materials Science, Metal-Organic Frameworks, Metallurgy, Diffraction, X-ray Powder Diffraction, Organometallic Chemistry",,,"16/12/2013"
"4257",,,"DLS:000007000004257","Investigation of the relationship between iron and high field MRI in healthy and Alzheimer's disease tissue","Mary Finnegan","false","Published (Approved)","11/2013","","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Biology and Bio-materials","",,"Alzheimer's Disease","Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Neurology, Life Sciences & Biotech, Imaging, X-ray Fluorescence (XRF)",,,"11/09/2014"
"5010",,,"DLS:000005000005010","Pair distribution function studies of inorganic materials under extreme conditions","Tim Lucas","false","Published (Approved)","11/2013","794, 6855, 7496, 8080","Thesis",,,,,"false",,"true","true","I15-Extreme Conditions","11-ID-B at APS",,"Chemistry, Materials","","Qd Chemistry",,"Chemistry, Materials Science, Scattering, Pair Distribution Function (PDF)",,,"21/04/2015"
"8733",,,"DLS:000011000008733","Magneto-responsive surfactants","Paul Brown","false","Published (Approved)","11/2013","5775","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Chemistry, Physics","",,,"Physics, Chemistry, Chemical Engineering, Engineering & Technology, Spectroscopy, Circular Dichroism (CD)",,,"09/11/2017"
"3628",,,"DLS:000009000003628","Magnetic dynamics in iron-based superconductors probed by neutron spectroscopy","Alice E. Taylor","false","Published (Approved)","10/2013","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction","MERLIN at ISIS",,"Materials, Physics","",,,"Superconductors, Quantum Materials, Physics, Magnetism, Materials Science, Diffraction, X-ray Powder Diffraction",,,"02/12/2013"
"5833",,,"DLS:00000F000005833","A study of the structure and formation of biocompatible mesostructured polymer-surfactant hydrogel films","Jim Holdaway","false","Published (Approved)","10/2013","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction","SANS2D, LOQ at ISIS; D11 at ILL; ID10B at ESRF",,"Chemistry, Materials","",,,"Surfaces, Physics, Chemistry, Materials Science, interfaces and thin films, Polymer Science, Scattering, Small Angle X-ray Scattering (SAXS), Grazing Incidence Small Angle Scattering (GISAXS)",,,"25/11/2015"
"8515",,,"DLS:00000F000008515","Lithium iron suplhideas a positive electrode material for rechargeable lithium batteries","Alex Madsen","false","Published (Approved)","10/2013","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction",,,"Chemistry, Materials, Energy","",,"Batteries; Lithium-ion","Surfaces, Energy Storage, Energy, Physics, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Diffraction",,,"13/09/2017"
"3744",,,"DLS:000007000003744","Iron speciation in hydrothermal plumes","Jeff Hawkes","false","Published (Approved)","09/2013","","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Earth Science, Chemistry","","Oceanography",,"Earth Sciences & Environment, Marine science/Oceanography, Chemistry, Imaging, Spectroscopy, X-ray Fluorescence (XRF), X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS), X-ray Absorption Near Edge Structure (XANES)",,,"21/02/2014"
"3747",,,"DLS:000007000003747","Magma ascent and redox evolution at Erebus volcano: observational and experimental constraints","Yves Moussallam","false","Published (Approved)","09/2013","","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Earth Science, Chemistry","","Magmas ; Erebus ; Mount (Antarctica)","Volcanology","Earth Sciences & Environment, Geology, Imaging, X-ray Fluorescence (XRF), Geochemistry",,,"21/02/2014"
"5478",,,"DLS:000007000005478","The structural role of sodium dithionate impurity in the habit modification of sodium chlorate single crystals","Zhipeng  Lan","false","Published (Approved)","09/2013","","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy","XRD1 at LNLS",,"Chemistry","",,,"Chemistry, Inorganic Chemistry, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"09/10/2015"
"5477",,,"DLS:00000D000005477","Structural, electronic and magnetic properties of metal phthalocyanines","Luke Rochford","false","Published (Approved)","09/2013","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Materials","",,,"Physical Chemistry, Chemistry, Materials Science, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"09/10/2015"
"8315",,,"DLS:00000D000008315","Synthesis and properties of giant porphyrin nanorings","Dmitry Kondratiuk","false","Published (Approved)","09/2013","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction, I22-Small angle scattering & Diffraction",,,"Chemistry","",,"Photosynthesis","Physical Chemistry, Chemistry, Organic Chemistry, Diffraction, Scattering, Single Crystal X-ray Diffraction (SXRD), Small Angle X-ray Scattering (SAXS)",,,"18/07/2017"
"8606",,,"DLS:000016000008606","Neutron, X-ray, and optical studies of multiferroic materials","Alexander J. Hearmon","false","Published (Approved)","09/2013","","Thesis",,,,,"false",,"true","true","I10-Beamline for Advanced Dichroism - scattering, I19-Small Molecule Single Crystal Diffraction",,,"Physics, Materials","",,,"Quantum Materials, Multiferroics, Physics, Magnetism, Materials Science, Diffraction, Scattering, Single Crystal X-ray Diffraction (SXRD), Resonant Soft X-ray Scattering (RSXS)",,,"10/10/2017"
"8900",,,"DLS:000007000008900","Determining the cellular localisation of novel cancer therapeutics","Laura Rowley","false","Published (Approved)","09/2013","7259, 8078, 8726","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Biology and Bio-materials, Medicine","","anti-cancer helicate dinuclear",,"Non-Communicable Diseases, Health & Wellbeing, Cancer, Drug Discovery, Life Sciences & Biotech, Spectroscopy, X-ray Absorption Spectroscopy (XAS), X-ray Absorption Near Edge Structure (XANES)",,,"05/01/2018"
"3653",,,"DLS:000010000003653","Synchrotron X-ray studies of atmospheric pitting corrosion of stainless steel","Na Mi","false","Published (Approved)","08/2013","","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing, I18-Microfocus Spectroscopy",,,"Materials, Chemistry","","Synchrotron X-Ray Studies Of Atmospheric Pitting Corrosion Of Stainless Steel",,"Physical Chemistry, Chemistry, Corrosion, Materials Science, Imaging, Tomography",,,"16/12/2013"
"4190","10.48730/rg1w-wq87",,"DLS:000011000004190","Absorption flattening correction of circular dichroism spectra of particle suspensions","Anna Gerdova","false","Published (Approved)","08/2013","7177, 8092","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials, Technique Development, Chemistry","",,,"Biochemistry, Technique Development - Chemistry, Technique Development - Life Sciences & Biotech, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"17/07/2014"
"4602",,,"DLS:000014000004602","Mineralisation and biomineralisation of radionuclides","Diana Brookshaw","false","Published (Approved)","08/2013","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS",,,"Environment, Earth Science, Biology and Bio-materials","","Biominerals; Uranium","Bacteria; Bioremediation","Desertification & Pollution, Earth Sciences & Environment, Radioactive Materials, Mineralogy, Materials Science, Nuclear Waste, Geology, Life Sciences & Biotech, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"23/01/2015"
"5581",,,"DLS:000004000005581","Fourier transform holography for magnetic imaging","Thomas Duckworth","false","Published (Approved)","08/2013","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM)","Dragon at ESRF; STG52 at BESSY II;  BL13-3 at SSRL",,"Physics, Materials, Technique Development","",,,"Technique Development - Materials Science, Physics, Technique Development - Physics, Magnetism, Materials Science, Metallurgy, Spectroscopy, Circular Dichroism (CD), X-ray Magnetic Circular Dichroism (XMCD)",,,"29/10/2015"
"5585",,,"DLS:000005000005585","X-ray beam studies of charge sharing in small pixel, spectroscopic, CdZnTe detectors","Christopher Allwork","false","Published (Approved)","08/2013","","Thesis",,,,,"false",,"true","true","I15-Extreme Conditions",,,"Materials, Engineering","","Cdznte; Charge Loss; Charge Sharing; Small Pixel Detectors.",,"Detectors, Materials Science, Engineering & Technology, Diffraction",,,"29/10/2015"
"8269",,,"DLS:00000F000008269","Mesoporous metal-oxides for dye sensitized solar cells and photocatalysts","Yuli Xiong","false","Published (Approved)","08/2013","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction, I22-Small angle scattering & Diffraction","INTER at ISIS",,"Materials, Chemistry, Physics","","solar cells; photocatalysis; mesoporous materials","Photocatalysis; Photovoltaics; Semiconductors","Surfaces, Earth Sciences & Environment, Sustainable Energy Systems, Energy, Physics, Climate Change, Physical Chemistry, Catalysis, Energy Materials, Chemistry, Materials Science, Scattering, Small Angle X-ray Scattering (SAXS), Grazing Incidence Small Angle Scattering (GISAXS)",,,"11/07/2017"
"18326",,,"DLS:000004000018326","X-ray and microwave studies of strongly exchange coupled magnetic multilayers","Gavin Stenning","false","Published (Approved)","08/2013","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM), I10-Beamline for Advanced Dichroism - scattering","PM3 at BESSY II",,"Materials, Physics, Information and Communication Technology","",,"Ferromagnetism; Data Storage","Surfaces, Quantum Materials, Physics, Hard condensed matter - structures, Components & Micro-systems, Information & Communication Technologies, Magnetism, Materials Science, interfaces and thin films, Spectroscopy, Circular Dichroism (CD), X-ray Magnetic Circular Dichroism (XMCD)",,,"21/08/2024"
"3593",,,"DLS:000011000003593","Expression and characterisation of cardiovascular amyloid proteins","Hannah Davies","false","Published (Approved)","07/2013","8120","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Medicine, Biology and Bio-materials, Chemistry","","Amyloidosis;  Aggregation;  Protein Expression","Amyloidosis","Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Chemistry, Drug Discovery, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"06/11/2013"
"3639",,,"DLS:000011000003639","Understanding the function and essentiality of two sensor histidine kinases VicK (EF1194) and HK06 (EF1261) from Enterococcus faecalis V583 uncovered through synchrotron radiation circular dichroism spectroscopy","Parasto Farshchi","false","Published (Approved)","07/2013","8516","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism","No",,"Medicine, Biology and Bio-materials","","SRCD Spectroscopy;  E Faecalis  V583;  Sensor Histidine Kinase",,"Biochemistry, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"09/12/2013"
"3666",,,"DLS:000011000003666","Overexpression, purification and ligand interaction studies of intact membrane sensory kinases from enterococci: towards agonist and antagonist screening","Claire Pogson","false","Published (Approved)","07/2013","8516","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Medicine, Biology and Bio-materials","","Enteroccocci;  Sensor Kinase;  Membrane Protein;  SRCD","Bacteria","Pathogens, Antibiotic Resistance, Infectious Diseases, Health & Wellbeing, Drug Discovery, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"18/12/2013"
"4416",,,"DLS:000006000004416","The role of local versus itinerant magnetism: studies of dilute magnetic semiconductors and multi-k magnets","Joshua Lim","false","Published (Approved)","07/2013","8384","Thesis",,,,,"false",,"true","true","I16-Materials and Magnetism","ALS",,"Physics, Materials","",,"Semiconductors","Hard condensed matter - electronic properties, Physics, Magnetism, Materials Science, Spectroscopy, X-ray Photon Correlation Spectroscopy (XPCS)",,,"21/10/2014"
"4493",,,"DLS:000009000004493","Chemical control of thermal expansion in zeolites with the LTA topology","Tom Carey","false","Published (Approved)","07/2013","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Materials","","Qd Chemistry",,"Zeolites, Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Inorganic Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction",,,"08/11/2014"
"3651",,,"DLS:000009000003651","An investigation into halogen bonding interactions in metal containing systems","Johnathan Ormond-Prout","false","Published (Approved)","06/2013","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Materials","",,,"Chemistry, Materials Science, Inorganic Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction",,,"16/12/2013"
"5580",,,"DLS:000002000005580","The application of the fragment-based screening approach to RmlA protein and PA1645 structure","Boulkeroua Wassila Abdelli","false","Published (Approved)","06/2013","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Biology and Bio-materials, Medicine","",,"Bacteria","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"29/10/2015"
"6745",,,"DLS:000003000006745","Mechanistic studies of acetolactate decarboxylase","Victoria Marlow","false","Published (Approved)","06/2013","6388","Thesis",,,,,"false",,"true","true","I04-Macromolecular Crystallography","ESRF",,"Biology and Bio-materials, Chemistry","",,"Enzymes","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"11/04/2016"
"8600",,,"DLS:000000000008600","At-wavelength metrology of hard X-ray synchrotron beams and optics. method developments and applications","Sebastien Berujon","false","Published (Approved)","05/2013","","Thesis",,,,,"false",,"false","false","","ESRF",,"Physics","Metrology, Optics",,,"Optics, Physics, Metrology",,,"10/10/2017"
"3178",,,"DLS:00000D000003178","Multi-component crystallisation approaches to controlling crystalline forms of active pharmaceutical ingredients","Craig Wales","false","Published (Approved)","04/2013","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Technique Development, Medicine","","Chemical technology",,"Technique Development - Chemistry, Chemistry, Organic Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"09/04/2013"
"3259",,,"DLS:00000B000003259","Silicon pixel detectors for synchrotron applications","Graeme Stewart","false","Published (Approved)","04/2013","","Thesis",,,,,"false",,"true","true","B16-Test Beamline","CERN",,"Engineering, Physics","","Silicon Detector; Pixel Detector; Radiation Hard; Particle Detector; Planar; Slim Edge",,"Detectors, Physics, Engineering & Technology",,,"20/06/2013"
"3601",,,"DLS:000004000003601","Magnetic Compton scattering studies of novel phases","Matt Butchers","false","Published (Approved)","03/2013","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM)","ID15 at ESRF; BL08w at SPring-8",,"Physics","",,"Ferromagnetism; Ferrimagnetism","Superconductors, Quantum Materials, Physics, Hard condensed matter - structures, Magnetism, Materials Science, Spectroscopy, Circular Dichroism (CD), X-ray Absorption Spectroscopy (XAS), X-ray Magnetic Circular Dichroism (XMCD)",,,"12/11/2013"
"4563",,,"DLS:000009000004563","Synthesis and structure determination of molecular cocrystals","Laura Thompson","false","Published (Approved)","02/2013","4233","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Chemistry","",,,"Chemistry, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction",,,"09/01/2015"
"3400",,,"DLS:000007000003400","The development of X-ray Excited Optical Luminescence (XEOL) spectroscopic techniques for mineralogical and petrological applications","Richard Peter Taylor","false","Published (Approved)","01/2013","1919, 1999, 5577","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Earth Science, Technique Development","",,,"Technique Development - Earth Sciences & Environment, Earth Sciences & Environment, Mineralogy, Geology, Spectroscopy, X-ray Excited Optical Luminescence (XEOL)",,,"30/08/2013"
"3650",,,"DLS:000009000003650","Design and synthesis of metal-organic frameworks and their characterisation by single crystal and powder diffraction","Paul Smart","false","Published (Approved)","01/2013","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Materials","",,,"Chemistry, Materials Science, Chemical Engineering, Engineering & Technology, Metal-Organic Frameworks, Metallurgy, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction, Organometallic Chemistry",,,"16/12/2013"
"3750",,,"DLS:000011000003750","Structural studies of SERCA2 pump isoforms and their role in calcium transport and disease","Ana Antaloae","false","Published (Approved)","01/2013","4192","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials","","Ca Pump;  Serca",,"Health & Wellbeing, Structural biology, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"27/02/2014"
"2999",,,"DLS:000011000002999","Elucidating the molecular mechanisms of ligand binding and transport by the Na+-hydantoin transport protein, Mhp1","Scott Jackson","false","Published (Approved)","12/2012","7655","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials, Chemistry","","SRCD",,"Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"20/02/2013"
"2690",,,"DLS:000011000002690","Supramolecular porphyrin arrays on DNA and SWNT scaffolds","Ashley Brewer","false","Published (Approved)","10/2012","6703","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism","No",,"Materials, Chemistry, Biology and Bio-materials","","Supramolecular Porphyrin;  Dna;  Snwt;",,"Biochemistry, Chemistry, Materials Science, Organic Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"23/10/2012"
"2685",,,"DLS:000011000002685","Molecular dissection of substrate and inhibitor binding to the D-galactose-H+ symport protein (GalP) from Escherichia coli - the bacterial homologue of GLUT1","Preethi Sukumar","false","Published (Approved)","10/2012","7530","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials, Medicine, Chemistry","","Substrate And Inhibitor Binding; D-Galactose-H+ Symport Protein (Galp); Escherichia Coli; Glut1",,"Health & Wellbeing, Biochemistry, Chemistry, Drug Discovery, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"16/10/2012"
"3000",,,"DLS:000011000003000","Molecular dissection of substrate and inhibitor binding to the D-galactose-H+ symport protein from Escherichia coli - the bacterial homologue of GLUT1","Preethi Sukumar","false","Published (Approved)","10/2012","","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials, Chemistry","","SRCD;  Membrane Transport","Bacteria","Biochemistry, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"20/02/2013"
"8723",,,"DLS:000011000008723","Porphyrin substituted DNA: building blocks for novel nanostructures","Daniel Singleton","false","Published (Approved)","10/2012","5872, 6703","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Chemistry, Biology and Bio-materials, Technique Development","",,,"Biochemistry, Technique Development - Life Sciences & Biotech, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"08/11/2017"
"2689",,,"DLS:000011000002689","Functionalised DNA - introducing & applying a versatile porphyrin molecular ruler","Jon Burns","false","Published (Approved)","09/2012","6703","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism","No",,"Biology and Bio-materials, Chemistry","","Porphyrin;  Dna;  Molecular Ruler",,"Biochemistry, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"23/10/2012"
"2692",,,"DLS:000011000002692","Solvent-free liquid proteins","Alex Brogan","false","Published (Approved)","09/2012","7504","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism","No",,"Biology and Bio-materials, Chemistry","","Liquid Protein;  Myoglobin;  Surfactant",,"Biochemistry, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"23/10/2012"
"3644",,,"DLS:000009000003644","Solid state supramolecular chemistry: solid-gas reactions and intermolecular interactions","Inigo J. Vitorica  Yrezabal","false","Published (Approved)","09/2012","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Materials","","Solid State Supramolecular Chemistry: Solid-Gas Reactions And Intermolecular Interactions",,"Chemistry, Materials Science, Diffraction, Single Crystal X-ray Diffraction (SXRD), X-ray Powder Diffraction",,,"12/12/2013"
"5832",,,"DLS:00000F000005832","Polythiophene nanowires for use in organic electronic applications","Mark Hampton","false","Published (Approved)","09/2012","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction, I16-Materials and Magnetism","BM28 at ESRF",,"Materials, Physics, Chemistry","",,,"Surfaces, Physics, Electronics, Chemistry, Materials Science, interfaces and thin films, Organic Chemistry, Polymer Science, Diffraction",,,"25/11/2015"
"8266",,,"DLS:000006000008266","Complex liquid crystal phases in cylindrical confinement","Ruibin Zhang","false","Published (Approved)","09/2012","","Thesis",,,,,"false",,"true","true","I16-Materials and Magnetism",,,"Materials, Physics","",,,"Physics, Materials Science, Scattering, Small Angle X-ray Scattering (SAXS), Grazing Incidence Small Angle Scattering (GISAXS)",,,"11/07/2017"
"2590",,,"DLS:000002000002590","Interaction of pentraxins and collectins with lipopolysaccharide ligands","Abdul Ahmed","false","Published (Approved)","08/2012","6388","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography","Daresbury",,"Biology and Bio-materials","",,,"Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"01/10/2012"
"2861",,,"DLS:000004000002861","Phase-resolved ferromagnetic resonance studies of thin film ferromagnets","Max Marcham","false","Published (Approved)","08/2012","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM)",,,"Physics","",,"Ferromagnetism","Surfaces, Physics, Magnetism, Materials Science, interfaces and thin films, Microscopy, Electron Microscopy (EM), PhotoEmmission Electron Microscopy (PEEM), X-ray detected Ferromagnetic Resonance (XFMR)",,,"08/01/2013"
